项目性质,项目名称,所属行业,组织形式,招标方式,招标编号/项目编号,招标条件/说明,中标人名称,中标价格,其他公示内容,监督部门,招标人/采购人,招标人地址,招标人联系人,招标人联系方式,招标代理机构,招标代理机构地址,招标代理机构联系人,招标代理机构联系方式,发布日期,发布网站,详情页面
依法,太原天然气有限公司2026年燃气管网工程第一批聚乙烯（PE）管材及管件采购(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260430,太原天然气有限公司2026年燃气管网工程第一批聚乙烯（PE）管材及管件采购（招标编号：HXZB-HW20260430），确定002第二标段的中标人如下:,四川森普管材股份有限公司,1904408.00元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:43,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063816329689915392
依法,太原天然气有限公司2026年燃气输送用不锈钢波纹软管及配套管件采购中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260428,太原天然气有限公司2026年燃气输送用不锈钢波纹软管及配套管件采购（招标编号：HXZB-HW20260428），确定001第一标段的中标人如下:,宁波市安邦管业有限公司,2378650.00元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:40,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063814854867771392
依法,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工(004标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260430,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工（招标编号：HXZB-GC20260430），确定004第四标段的中标人如下:,兴润建设集团有限公司,144466.28元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:34,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063813074645770240
依法,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工(003标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260430,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工（招标编号：HXZB-GC20260430），确定003第三标段的中标人如下:,创迈建工集团有限公司,146512.6元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:31,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063812886099222528
依法,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260430,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工（招标编号：HXZB-GC20260430），确定002第二标段的中标人如下:,中振建设有限公司,138883.19元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:29,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063812784764837888
依法,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260430,山西铭石煤层气利用股份有限公司2026年度城网及零星维修工程（第一阶段）施工（招标编号：HXZB-GC20260430），确定001第一标段的中标人如下:,山西沪晋市政工程有限公司,141003.15元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:26,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063812668691668992
依法,山西天然气有限公司流量计检测辅助装置项目设备采购(001标段)二次重新招标中标结果公示,能源电力,二次重新招标,公开招标,HXZB-HW20260212,山西天然气有限公司流量计检测辅助装置项目设备采购（招标编号：HXZB-HW20260212），确定001第一标段的中标人如下:,成都成高阀门股份有限公司,2262202元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西天然气有限公司,山西天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:21,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063810844202983424
依法,山西华新液化天然气集团有限公司液化工厂2026年物资采购(006标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260319,山西华新液化天然气集团有限公司液化工厂2026年物资采购（招标编号：HXZB-HW20260319），确定006第六标段的中标人如下:,山西奇斯特科技有限公司,390086元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新液化天然气集团有限公司,山西华新液化天然气集团有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:18,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063808475851481088
依法,山西华新液化天然气集团有限公司液化工厂2026年物资采购(005标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260319,山西华新液化天然气集团有限公司液化工厂2026年物资采购（招标编号：HXZB-HW20260319），确定005第五标段的中标人如下:,山西博力友拓商贸科技有限公司,201571元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新液化天然气集团有限公司,山西华新液化天然气集团有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:15,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063808231529078784
依法,山西华新液化天然气集团有限公司液化工厂2026年物资采购(004标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260319,山西华新液化天然气集团有限公司液化工厂2026年物资采购（招标编号：HXZB-HW20260319），确定004第四标段的中标人如下:,山西金盛元工贸有限公司,797020元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新液化天然气集团有限公司,山西华新液化天然气集团有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:11,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063808144795066368
依法,山西华新液化天然气集团有限公司液化工厂2026年物资采购(003标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260319,山西华新液化天然气集团有限公司液化工厂2026年物资采购（招标编号：HXZB-HW20260319），确定003第三标段的中标人如下:,山西鑫淮远商贸有限公司,249629元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新液化天然气集团有限公司,山西华新液化天然气集团有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:07,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063808061894647808
依法,山西华新液化天然气集团有限公司液化工厂2026年物资采购(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260319,山西华新液化天然气集团有限公司液化工厂2026年物资采购（招标编号：HXZB-HW20260319），确定002第二标段的中标人如下:,山西晋深能源装备有限公司,666010元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新液化天然气集团有限公司,山西华新液化天然气集团有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-06-08 11:32:03,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2063807991518420992
