项目性质,项目名称,所属行业,组织形式,招标方式,招标编号/项目编号,招标条件/说明,中标人名称,中标价格,其他公示内容,监督部门,招标人/采购人,招标人地址,招标人联系人,招标人联系方式,招标代理机构,招标代理机构地址,招标代理机构联系人,招标代理机构联系方式,发布日期,发布网站,详情页面
依法,山西沁盛煤层气作业有限责任公司油管购置中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260320,山西沁盛煤层气作业有限责任公司油管购置（招标编号：HXZB-HW20260320），确定001第一标段的中标人如下:,山西鼎洋东升新能源科技有限公司,3370020元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-28 14:31:35,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2048963024543375360
依法,山西蓝焰煤层气集团有限责任公司机电设备分公司射流泵维检服务项目中标结果公示,房屋建筑,常规招标,公开招标,HXZB-FW20260319,山西蓝焰煤层气集团有限责任公司机电设备分公司射流泵维检服务项目（招标编号：HXZB-FW20260319），确定001第一标段的中标人如下:,沁水县裕泉工贸有限公司,1524000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-28 14:29:22,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2048961706865025024
依法,山西蓝焰煤层气集团有限责任公司勘探分公司2026年泥浆固化技术服务中标结果公示,房屋建筑,常规招标,公开招标,HXZB-FW20260316,山西蓝焰煤层气集团有限责任公司勘探分公司2026年泥浆固化技术服务（招标编号：HXZB-FW20260316），确定001第一标段的中标人如下:,任丘市华维石油工程有限公司,4432920元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-27 15:04:41,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2048657828281933824
依法,山西蓝焰煤层气集团有限责任公司晋城矿区煤层气加密井建设项目（二期）煤层气井井场及井场道路工程中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260319,山西蓝焰煤层气集团有限责任公司晋城矿区煤层气加密井建设项目（二期）煤层气井井场及井场道路工程（招标编号：HXZB-GC20260319），确定001第一标段的中标人如下:,山西启福建设有限公司,6777066.58元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-27 15:02:29,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2048655962315776000
依法,山西华新液化天然气集团有限公司2026年-2027年现货交易咨询服务中标结果公示,能源电力,常规招标,公开招标,HXZB-FW20260323,山西华新液化天然气集团有限公司2026年-2027年现货交易咨询服务（招标编号：HXZB-FW20260323），确定001第一标段的中标人如下:,山西云电云联科技有限公司,148000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新液化天然气集团有限公司,山西华新液化天然气集团有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-24 17:28:28,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2047606488646639616
依法,临汾区域2026年度新用户燃气工程施工(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260318,临汾区域2026年度新用户燃气工程施工（招标编号：HXZB-GC20260318），确定001第一标段的中标人如下:,山东长龙三辉建设工程有限公司,29119.23元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西燃气集团有限公司,太原煤炭气化（集团）临汾燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-24 11:20:07,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2047511364428193792
依法,临汾区域2026年度新用户燃气工程施工(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260318,临汾区域2026年度新用户燃气工程施工（招标编号：HXZB-GC20260318），确定002第二标段的中标人如下:,西安元成建筑工程有限公司,28823.61元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西燃气集团有限公司,太原煤炭气化（集团）临汾燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-24 11:20:02,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2047511471181619200
依法,临汾区域2026年度新用户燃气工程施工(003标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260318,临汾区域2026年度新用户燃气工程施工（招标编号：HXZB-GC20260318），确定003第三标段的中标人如下:,山东长庆建工有限公司,46218.78元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西燃气集团有限公司,太原煤炭气化（集团）临汾燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-24 11:19:59,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2047511725926866944
依法,临汾区域2026年度新用户燃气工程施工(004标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260318,临汾区域2026年度新用户燃气工程施工（招标编号：HXZB-GC20260318），确定004第四标段的中标人如下:,河南思平建设工程有限公司,50667.41元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西燃气集团有限公司,太原煤炭气化（集团）临汾燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-24 11:19:56,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2047511856143228928
依法,临汾区域2026年度新用户燃气工程施工(005标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260318,临汾区域2026年度新用户燃气工程施工（招标编号：HXZB-GC20260318），确定005第五标段的中标人如下:,山西国旺兴达建筑有限责任公司,53075.51元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西燃气集团有限公司,太原煤炭气化（集团）临汾燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-24 11:17:44,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2047511989530484736
依法,山西华新煤成气勘查开发有限公司2026年度榆社东区块煤层气勘探井套管头、采油树等井口装置采购中标结果公示,房屋建筑,常规招标,公开招标,HXZB-HW20260303,山西华新煤成气勘查开发有限公司2026年度榆社东区块煤层气勘探井套管头、采油树等井口装置采购（招标编号：HXZB-HW20260303），确定001第一标段的中标人如下:,京鸿石油钻采工程技术有限公司,2275000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新煤成气勘查开发有限公司,山西华新煤成气勘查开发有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-23 10:41:11,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2047142205576011776
依法,山西蓝焰煤层气集团有限责任公司2026年和顺横岭区块煤层气井录井技术服务中标结果公示,房屋建筑,常规招标,公开招标,HXZB-FW20260306,山西蓝焰煤层气集团有限责任公司2026年和顺横岭区块煤层气井录井技术服务（招标编号：HXZB-FW20260306），确定001第一标段的中标人如下:,河南省资源环境调查四院有限公司,1122000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-21 10:33:47,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2046416115408658432
依法,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采(001标段)重新招标中标结果公示,房屋建筑,重新招标,公开招标,HXZB-HW20260206,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采（招标编号：HXZB-HW20260206），确定001第一标段的中标人如下:,天津明牌科技有限公司,683568.58元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-04-20 10:06:06,"华新阳光采购平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2046045703189389312
依法,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采(002标段)重新招标中标结果公示,房屋建筑,重新招标,公开招标,HXZB-HW20260206,太原煤炭气化（集团）晋中燃气有限公司等六家公司年度民用户及工、营、福燃气安装及改造工程配套物资采购B类物资、PE管材、管件及阀门区域集采（招标编号：HXZB-HW20260206），确定002第二标段的中标人如下:,山西三晋上高阀门有限公司,761619.8元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,太原煤炭气化（集团）晋中燃气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-04-20 10:03:55,"华新阳光采购平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2046046053678014464
依法,山西华新晋药集团有限公司新建中药饮片加工生产基地消防工程及屋面、窗户问题整改项目中标结果公示,生物医药,常规招标,公开招标,HXZB-GC20260308,山西华新晋药集团有限公司新建中药饮片加工生产基地消防工程及屋面、窗户问题整改项目（招标编号：HXZB-GC20260308），确定001第一标段的中标人如下:,山西四建集团有限公司,13081361.87元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新晋药集团有限公司,山西华新晋药集团有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-13 10:59:44,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2043520292437975040
依法,山西蓝焰煤层气集团有限责任公司2026年外部区块煤层气井井场及井场道路工程中标结果公示,房屋建筑,常规招标,公开招标,HXZB-GC20260309,山西蓝焰煤层气集团有限责任公司2026年外部区块煤层气井井场及井场道路工程（招标编号：HXZB-GC20260309），确定001第一标段的中标人如下:,河南汇亿建筑工程有限公司,5031016.9元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西蓝焰控股股份有限公司,山西蓝焰控股股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-13 10:59:40,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2043519599975161856
依法,山西华新城市燃气集团有限公司下属5家单位年度城市管网项目物资区域集采项目(003标段)重新二次招标中标结果公示,能源电力,重新二次招标,公开招标,HXZB-HW20251215,山西华新城市燃气集团有限公司下属5家单位年度城市管网项目物资区域集采（招标编号：HXZB-HW20251215），确定003第三标段的中标人如下:,河北圣天管件集团有限公司,2094772元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,清徐县凯通天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-04-13 10:59:37,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2043517959561895936
依法,山西压缩天然气集团晋东有限公司2026年度PE管材管件、钢制管材管件物资采购(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260311,山西压缩天然气集团晋东有限公司2026年度PE管材管件、钢制管材管件物资采购（招标编号：HXZB-HW20260311），确定001第一标段的中标人如下:,太原市杰森实业有限公司,71398.23元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西压缩天然气集团有限公司,山西压缩天然气集团晋东有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-04-13 10:59:35,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2043516499369484288
依法,山西压缩天然气集团晋东有限公司2026年度PE管材管件、钢制管材管件物资采购(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260311,山西压缩天然气集团晋东有限公司2026年度PE管材管件、钢制管材管件物资采购（招标编号：HXZB-HW20260311），确定002第二标段的中标人如下:,福建博格森阀门有限公司,90000元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西压缩天然气集团有限公司,山西压缩天然气集团晋东有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-04-13 10:57:23,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2043516664406958080
依法,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购(005标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260309,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购（招标编号：HXZB-HW20260309），确定005第五标段的中标人如下:,郑州如阳科技有限公司,2100000.00元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-10 12:02:56,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2042423770078076928
依法,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260309,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购（招标编号：HXZB-HW20260309），确定002第二标段的中标人如下:,上海波汇科技有限公司,3860200.00元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-10 12:02:53,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2042423613324353536
依法,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260309,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购（招标编号：HXZB-HW20260309），确定001第一标段的中标人如下:,安徽中科华仪科技有限公司,576000元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-10 12:02:50,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2042423527458562048
依法,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购(006标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260309,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)及燃气管网生命线安全工程（一期）项目智能化设备采购（招标编号：HXZB-HW20260309），确定006第六标段的中标人如下:,山东斯诺电子有限公司,180000元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-10 12:00:38,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2042423848306040832
依法,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)东安路、惠民北巷等27条市政道路老旧燃气管线更新改造工程(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260310,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程 (一期)东安路、惠民北巷等27条市政道路老旧燃气管线更新改造工程（招标编号：HXZB-GC20260310），确定001第一标段的中标人如下:,太原市煤气安装工程有限公司,3145846.25元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-09 14:47:04,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2042083097848143872
依法,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)东安路、惠民北巷等27条市政道路老旧燃气管线更新改造工程(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260310,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程 (一期)东安路、惠民北巷等27条市政道路老旧燃气管线更新改造工程（招标编号：HXZB-GC20260310），确定002第二标段的中标人如下:,山西国然建设工程有限公司,2109340.98元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-09 14:46:59,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2042083192526168064
依法,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程(一期)东安路、惠民北巷等27条市政道路老旧燃气管线更新改造工程(003标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-GC20260310,太原天然气有限公司太原市市政道路老旧燃气管网及燃气管道系统安全治理工程 (一期)东安路、惠民北巷等27条市政道路老旧燃气管线更新改造工程（招标编号：HXZB-GC20260310），确定003第三标段的中标人如下:,山西佰亿达建筑工程有限公司,2001524.96元,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-09 14:44:47,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2042083249719697408
依法,山西天然气有限公司流量计检测辅助装置项目设备采购(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260212,山西天然气有限公司流量计检测辅助装置项目设备采购（招标编号：HXZB-HW20260212），确定002第二标段的中标人如下:,重庆界石仪表有限公司,460000.00元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西天然气有限公司,山西天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-04-02 10:53:02,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2039535312099725312
依法,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购(001标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260301,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购（招标编号：HXZB-HW20260301），确定001第一标段的中标人如下:,河北天隆管道设备有限公司,4798226.00元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-30 18:05:27,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2038550516993216512
依法,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购(002标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260301,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购（招标编号：HXZB-HW20260301），确定002第二标段的中标人如下:,自贡自高阀门有限公司,1177959.50元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-30 18:05:24,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2038550615773270016
依法,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购(003标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260301,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购（招标编号：HXZB-HW20260301），确定003第三标段的中标人如下:,四川岷河管道建设工程有限公司,332368.31元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-30 18:05:22,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2038550688942903296
依法,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购(004标段)中标结果公示,能源电力,常规招标,公开招标,HXZB-HW20260301,山西铭石煤层气利用股份有限公司、运城市华新城市燃气有限公司年度城网及零星维修工程B类物资、PE管材管件集中采购（招标编号：HXZB-HW20260301），确定004第四标段的中标人如下:,山西佰毅新能源有限公司,1996101.8元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西铭石煤层气利用股份有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-30 18:03:10,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2038550777669210112
依法,山西华新中昊盛天然气有限公司、临汾市华新城市燃气有限公司年度城网物资区域集采项目(001标段)二次重新招标中标结果公示,能源电力,二次重新招标,公开招标,HXZB-HW20251223,山西华新中昊盛天然气有限公司、临汾市华新城市燃气有限公司年度城网物资区域集采项目（招标编号：HXZB-HW20251223），确定001第一标段的中标人如下:,重庆界石仪表有限公司,106500元,发布媒体：山西招标采购服务平台、华新阳光采购平台,华新燃气集团有限公司、山西华新城市燃气集团有限公司,山西华新中昊盛天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,张绒、李志起,0351-2453225、2221733、2221755,2026-03-30 14:55:40,"华新阳光采购平台,中国招标投标公共服务平台,山西省招标投标协会/山西招标采购服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2038509657111252992
依法,太原天然气有限公司太原市2026年住宅小区居民共有老旧庭院燃气管网及户内立管更新改造工程设计服务中标结果公示,能源电力,常规招标,公开招标,HXZB-FW20260301,太原天然气有限公司太原市2026年住宅小区居民共有老旧庭院燃气管网及户内立管更新改造工程设计服务（招标编号：HXZB-FW20260301），确定001第一标段的中标人如下:,山西省燃气规划设计研究院有限责任公司,参照《工程勘察设计收费标准（2002年修订本）》文件规定计费标准的65%计取,发布媒体：山西省招标投标公共服务平台、华新阳光采购平台,太原市城乡管理局、华新燃气集团有限公司、太原天然气有限公司,太原天然气有限公司,,,,山西华新阳光科技咨询有限公司,太原市长治路345号东楼23层,李晓辉、张朝、闫潇腾,0351-2453225、2221733、2221755,2026-03-27 11:10:07,"华新阳光采购平台,山西省招标投标公共服务平台,中国招标投标公共服务平台",https://www.ygcgpt.com/#/biddingdetails?annId=2037365763719942144
